IBI_seq
"0.750034,0.703157,0.750034,0.718783,0.750034,0.76566,0.781286,0.750034,0.687531,0.718783,0.718783,0.796911,0.750034,0.718783,0.781286,0.796911,0.843789,0.828163,0.500023,0.578151,0.515649,0.5469,0.5469,0.578151,0.593777,0.5469,0.515649,0.609403,0.593777,0.593777,0.593777,0.593777,0.578151,0.593777,0.578151,0.593777,0.578151,0.578151,0.593777,0.609403,0.609403,0.609403,0.609403,0.593777,0.578151,0.562526,0.609403,0.671906,0.718783,0.734409,0.687531,0.703157,0.65628,0.65628,0.640654,0.593777,0.734409,0.781286,0.687531,0.718783,0.687531,0.703157,0.671906,0.671906,0.671906,0.65628,0.671906,0.703157,0.718783,0.750034,0.718783,0.734409,0.734409,0.718783,0.703157,0.703157,0.687531,0.671906,0.703157,0.718783,0.65628,0.687531,0.65628,0.609403,0.609403,0.640654,0.609403,0.671906,0.5469,0.625029,0.625029,0.625029,0.609403,0.593777,0.609403,0.578151,0.609403,0.609403,0.625029,0.625029"
"0.906291,0.953169,0.890666,0.828163,0.828163,0.906291,0.98442,0.968794,0.87504,0.87504,0.921917,0.890666,0.859414,0.87504,0.906291,0.812537,0.828163,0.578151,0.593777,0.593777,0.796911,0.640654,0.812537,0.65628,0.671906,0.687531,0.718783,0.640654,0.609403,0.718783,0.687531,0.718783,0.718783,0.703157,0.718783,0.781286,0.65628,0.687531,0.734409,0.65628,0.750034,0.812537,0.593777,0.671906,0.640654,0.734409,0.750034,0.640654,0.687531,0.703157,0.734409,0.671906,0.640654,0.843789,0.781286,0.812537,0.781286,0.734409,0.859414,0.703157,0.843789,0.65628,0.750034,0.734409,0.703157,0.578151,0.640654,0.609403,0.671906,0.718783,0.687531,0.640654,0.76566,0.687531,0.718783,0.718783,0.750034,0.687531,0.671906,0.671906,0.671906,0.687531,0.640654,0.750034,0.640654,0.687531,0.687531,0.734409,0.562526,0.734409,0.65628,0.578151,0.609403,0.687531,0.640654,0.609403,0.593777,0.562526,0.609403,0.500023"
"0.843789,0.687531,0.718783,0.593777,0.5469,0.640654,0.593777,0.500023,0.5469,0.593777,0.593777,0.593777,0.578151,0.640654,0.609403,0.625029,0.609403,0.593777,0.703157,0.625029,0.671906,0.718783,0.687531,0.65628,0.625029,0.609403,0.625029,0.609403,0.578151,0.593777,0.625029,0.671906,0.671906,0.640654,0.625029,0.671906,0.625029,0.593777,0.65628,0.718783,0.734409,0.671906,0.750034,0.625029,0.484397,0.609403,0.640654,0.671906,0.781286,0.625029,0.625029,0.65628,0.671906,0.671906,0.65628,0.687531,0.562526,0.562526,0.65628,0.609403,0.796911,0.703157,0.718783,0.781286,0.796911,0.750034,0.578151,0.609403,0.640654,0.734409,0.703157,0.703157,0.734409,0.687531,0.65628,0.640654,0.640654,0.625029,0.609403,0.609403,0.609403,0.609403,0.593777,0.734409,0.750034,0.703157,0.718783,0.687531,0.578151,0.5469,0.796911,0.781286,0.76566,0.734409,0.703157,0.703157,0.687531,0.640654,0.734409,0.562526"
"0.812537,0.812537,0.781286,0.796911,0.796911,0.750034,0.796911,0.734409,0.812537,0.625029,0.734409,0.781286,0.750034,0.76566,0.734409,0.76566,0.781286,0.812537,0.781286,0.781286,0.76566,0.750034,0.687531,0.750034,0.703157,0.671906,0.703157,0.734409,0.734409,0.796911,0.734409,0.781286,0.703157,0.703157,0.687531,0.703157,0.687531,0.687531,0.703157,0.734409,0.734409,0.796911,0.781286,0.796911,0.781286,0.812537,0.734409,0.734409,0.718783,0.703157,0.703157,0.671906,0.703157,0.687531,0.750034,0.76566,0.750034,0.734409,0.76566,0.734409,0.750034,0.687531,0.703157,0.687531,0.703157,0.703157,0.703157,0.718783,0.734409,0.718783,0.703157,0.718783,0.687531,0.687531,0.65628,0.671906,0.65628,0.671906,0.687531,0.671906,0.640654,0.671906,0.65628,0.65628,0.671906,0.687531,0.703157,0.750034,0.718783,0.718783,0.718783,0.687531,0.718783,0.718783,0.76566,0.703157,0.734409,0.796911,0.76566,0.76566"
"0.812537,0.843789,0.859414,0.87504,0.859414,0.812537,0.781286,0.828163,0.828163,0.906291,0.812537,0.796911,0.796911,0.828163,0.890666,0.828163,0.781286,0.843789,0.76566,0.76566,0.76566,0.703157,0.750034,0.812537,0.921917,0.859414,0.812537,0.843789,0.828163,0.98442,0.812537,0.76566,0.750034,0.828163,0.828163,0.76566,0.76566,0.781286,0.812537,0.796911,0.76566,0.734409,0.921917,0.828163,0.76566,0.750034,0.718783,0.734409,0.687531,0.734409,0.796911,0.76566,0.734409,0.734409,0.781286,0.718783,0.718783,0.734409,0.750034,0.781286,0.734409,0.76566,0.76566,0.781286,0.718783,0.718783,0.750034,0.781286,0.76566,0.718783,0.718783,0.718783,0.671906,0.687531,0.718783,0.812537,0.812537,0.781286,0.76566,0.812537,0.843789,0.796911,0.812537,0.828163,0.781286,0.718783,0.703157,0.750034,0.796911,0.640654,0.640654,0.781286,0.921917,0.796911,0.812537,0.828163,0.796911,0.781286,0.76566,0.796911"
"0.906291,1.015671,1.000046,0.859414,0.906291,0.906291,0.953169,0.953169,0.843789,0.890666,0.968794,0.87504,0.812537,0.921917,0.593777,0.609403,0.625029,0.593777,0.609403,0.625029,0.671906,0.687531,0.76566,0.906291,0.953169,0.890666,0.812537,0.750034,0.703157,0.750034,0.671906,0.750034,0.796911,0.859414,0.937543,0.687531,0.781286,0.796911,0.703157,0.65628,0.687531,0.734409,0.687531,0.734409,0.750034,0.890666,0.750034,0.937543,0.87504,0.828163,0.734409,0.76566,0.796911,0.671906,0.65628,0.906291,0.921917,0.921917,0.890666,0.890666,0.734409,0.703157,0.781286,0.87504,0.87504,0.859414,0.734409,0.750034,0.718783,0.703157,0.781286,0.812537,0.812537,0.812537,0.812537,0.859414,0.828163,0.796911,0.828163,0.843789,0.781286,0.859414,0.859414,0.87504,0.828163,0.812537,0.796911,0.718783,0.750034,0.734409,0.76566,0.843789,0.828163,0.843789,0.718783,0.734409,0.718783,0.687531,0.65628,0.687531"
"0.812537,0.828163,0.828163,0.828163,0.859414,0.859414,0.812537,0.76566,0.750034,0.812537,0.890666,0.843789,0.796911,0.812537,0.76566,0.796911,0.843789,0.76566,0.828163,0.781286,0.671906,0.65628,0.640654,0.65628,0.750034,0.812537,0.750034,0.609403,0.578151,0.593777,0.578151,0.593777,0.687531,0.578151,0.515649,0.609403,0.515649,0.593777,0.593777,0.578151,0.625029,0.609403,0.609403,0.609403,0.578151,0.593777,0.640654,0.593777,0.593777,0.609403,0.625029,0.625029,0.609403,0.625029,0.609403,0.609403,0.578151,0.5469,0.625029,0.484397,0.453146,0.625029,0.578151,0.562526,0.578151,0.671906,0.625029,0.65628,0.578151,0.5469,0.76566,0.671906,0.687531,0.812537,0.703157,0.703157,0.671906,0.65628,0.750034,0.687531,0.703157,0.640654,0.640654,0.609403,0.625029,0.578151,0.593777,0.609403,0.578151,0.640654,0.609403,0.687531,0.718783,0.687531,0.750034,0.76566,0.76566,0.750034,0.76566,0.750034"
"0.76566,0.890666,0.781286,0.812537,0.781286,0.703157,0.734409,0.843789,0.750034,0.796911,0.734409,0.859414,0.671906,0.640654,0.703157,0.687531,0.734409,0.828163,0.76566,0.76566,0.76566,0.734409,0.609403,0.76566,0.828163,0.718783,0.640654,0.65628,0.593777,0.609403,0.65628,0.718783,0.796911,0.781286,0.718783,0.76566,0.734409,0.718783,0.671906,0.76566,0.796911,0.859414,0.859414,0.859414,0.828163,0.796911,0.750034,0.781286,0.750034,0.796911,0.796911,0.843789,0.796911,0.76566,0.812537,0.750034,0.76566,0.718783,0.750034,0.781286,0.796911,0.859414,0.828163,0.76566,0.750034,0.796911,0.828163,0.828163,0.796911,0.796911,0.734409,0.76566,0.750034,0.703157,0.734409,0.734409,0.796911,0.890666,0.859414,0.843789,0.87504,0.796911,0.718783,0.750034,0.750034,0.718783,0.796911,0.734409,0.76566,0.812537,0.796911,0.781286,0.796911,0.76566,0.796911,0.796911,0.750034,0.828163,0.796911,0.812537"
"0.953169,0.98442,1.046923,1.046923,0.859414,1.015671,0.968794,0.890666,0.937543,0.953169,0.890666,0.98442,0.859414,0.87504,0.906291,0.906291,0.859414,0.890666,0.953169,0.937543,0.921917,0.921917,0.906291,0.906291,0.812537,1.000046,0.812537,0.781286,0.812537,0.968794,1.078174,1.062549,1.125051,1.000046,1.031297,0.937543,0.843789,0.750034,0.781286,0.843789,0.953169,0.953169,0.968794,0.906291,0.937543,0.906291,0.937543,1.000046,0.98442,0.98442,0.968794,1.015671,1.000046,0.937543,0.968794,0.953169,0.937543,0.890666,0.890666,0.937543,0.937543,0.968794,0.98442,0.953169,0.953169,0.968794,0.953169,0.906291,0.953169,1.015671,1.031297,0.953169,0.98442,0.98442,0.859414,0.890666,0.937543,1.000046,0.937543,1.000046,0.87504,0.781286,0.828163,0.781286,0.859414,0.843789,1.015671,1.078174,1.062549,0.890666,0.968794,0.828163,0.718783,0.734409,0.812537,0.921917,0.843789,0.953169,0.98442,0.937543"
"0.750034,0.843789,0.937543,0.859414,1.062549,0.953169,0.87504,0.781286,0.781286,0.76566,0.796911,0.859414,0.859414,0.796911,0.750034,0.781286,0.703157,0.734409,0.796911,0.843789,0.859414,0.671906,0.76566,0.98442,1.000046,1.031297,0.906291,0.906291,0.953169,0.921917,0.921917,0.906291,0.953169,0.906291,0.843789,0.703157,0.953169,0.76566,0.796911,0.65628,0.796911,0.843789,0.906291,0.890666,0.87504,0.859414,0.859414,0.906291,0.750034,0.828163,0.812537,0.796911,0.843789,0.87504,0.859414,0.796911,0.843789,0.859414,0.906291,0.890666,0.937543,0.87504,0.87504,0.87504,0.843789,0.859414,0.828163,0.796911,0.812537,0.796911,0.843789,0.859414,0.890666,0.843789,0.87504,0.906291,0.906291,0.906291,0.859414,0.937543,0.890666,0.890666,0.890666,0.828163,0.843789,0.87504,0.87504,0.921917,0.890666,0.87504,0.843789,0.828163,0.98442,0.906291,0.890666,0.859414,0.812537,0.812537,0.812537,0.781286"
